Service Name,Service URL,Service Key Features,Service Categories,Service Description
Txtfyre.com,Write a review,"text message marketing
text to subscribe
send texts from your mobile phone
schedule text messages
unlimited subscribe lists
texts are sent from a local number
people can subscribe online
manage your subscribers online
receive text messages from subscribers","Advertising Software
Marketing Automation
Mobile Marketing
Sales Automation","Easy Group TextingSending mass text messages couldnt be easier. With our simple interface for blasting out texts. Text Message SchedulingEasily schedule text messages to go out on any date and time. You can set up a single text message, or take care of several months worth of text messages all at once. Send Texts On The GoWhen you are away from your computer, you can send texts to all of your subscribers right from any cell phone. No username or password required. Subscribers Manage ThemselvesWhen people send a text with your keyword they are automatically subscribed to your list. Then they can also text the same keyword to unsubscribe from that list. Auto-RepliesAuto-replies are the texts messages people will receive after subscribing to your lists. Try it, text DEMO to 877-792-7419 to see an instant auto-reply."
AgileBid,www.agilebid.com,,Advertising Software,
BannerFlow,www.bannerflow.com,,Advertising Software,
SteelHouse,www.steelhouse.com,,Advertising Software,
Ticket Tailor,www.tickettailor.com,,Advertising Software,
AdReady,www.adready.com,,Advertising Software,
AdTrak 360,www.adtrak360.com,,Advertising Software,
Adventive,www.adventive.com,,Advertising Software,
advertisingERP,www.advertisingerp.com,,Advertising Software,
Aggregate Knowledge,www.aggregateknowledge...,,Advertising Software,
Altitude Digital,www.altitudedigital.com,,Advertising Software,
AudienceScience,www.audiencescience.com,,Advertising Software,
Boostable,www.boostable.com,,Advertising Software,
Cxense,www.cxense.com,,Advertising Software,
Direct Mail Manager,www.directmailmanager.com,,Advertising Software,
Flite,www.flite.com,,Advertising Software,
Floodlight,www.floodlight.io,,Advertising Software,
Jelli,www.jelli.com,,Advertising Software,
Kiosked,www.kiosked.com,,Advertising Software,
MarketVibe,www.marketvibe.com,,Advertising Software,
MediaMath,www.mediamath.com,,Advertising Software,
MyBuys,www.MyBuys.com,,Advertising Software,
Nanigans,www.nanigans.com,,Advertising Software,
Nativo,www.nativo.net,,Advertising Software,
Optmyzr,www.optmyzr.com,,Advertising Software,
PageLever,www.pagelever.com,,Advertising Software,
QZZR,www.qzzr.com,,Advertising Software,
RadiumOne,www.radiumone.com,,Advertising Software,
Reachli,www.reachli.com,,Advertising Software,
ReTargeter,www.retargeter.com,,Advertising Software,
SHIFT,www.shift.com,,Advertising Software,
TellApart,www.tellapart.com,,Advertising Software,
Terminus,www.terminus.com,,Advertising Software,
Weborama,www.weborama.com,,Advertising Software,
Webtrends,www.webtrends.com,,Advertising Software,
WordWatch,www.wordwatch.com,,Advertising Software,
Yext,www.yext.com,,Advertising Software,"Yext puts business on the map with the award-winning Location Cloud. We enable companies of all sizes to manage location data across their websites, mobile apps, internal systems, and the industrys largest ecosystem of maps, apps, social networks, directories, and search engines including Google, Apple, Facebook, Bing, and Yahoo. Our products  Listings and Pages  enable the world's 50 million businesses to drive face-to-face and digital interactions that boost brand awareness, drive foot traffic, and increase sales. Based in the heart of New York City with a growing team of over 550 employees worldwide, Yext has been recognized as one of Americas fastest-growing companies by the Inc. 5000 (2015 & 2016), one of Forbes Most Promising Companies (2014 & 2015) and one of Fortune's Best Places to Work (2014 & 2015)."
YieldMetrics,www.yieldmetrics.com,,Advertising Software,
Whoop!,www.whoopapp.com,,Advertising Software,
Buyerzone,www.buyerzone.com,,Affiliate Marketing,
DirectTrack,www.directtrack.com,,Affiliate Marketing,
HasOffers,www.hasoffers.com,,Affiliate Marketing,
HitPath,www.hitpath.com,,Affiliate Marketing,
Influitive,influitive.com,,Affiliate Marketing,
LinkShare,www.linkshare.com,,Affiliate Marketing,
LinkTrust Systems,www.linktrust.com,,Affiliate Marketing,
Omnistar,www.osiaffiliate.com/,,Affiliate Marketing,
ShareASale,www.shareasale.com,,Affiliate Marketing,
SkimLinks,skimlinks.com,,Affiliate Marketing,
Zuberance,www.zuberance.com,,Affiliate Marketing,
Onters,onters.com/,"animated explainer video
digital marketing srvices
seo services
social media marketing
2d animated videos",Affiliate Marketing,"Onters is a full service digital agency working in animation and digital marketing.  Onters is an Animation studio where we create explainer videos for startups, enterprises, products and your stories. Onters is skilled in 2D & 3D animation, script writing, story boarding and motion graphics creation. We develop immersive and powerful explainer videos resulting in Better user engagement to targeted audience. Besides this, we also offer full digital marketing services including SEO, SMM, PPC etc.	"
TrackingDesk,www.trackingdesk.com,"Dashboard
Analytics
Advertisers
Traffic Sources
Tracking Options
Campaigns
Integrations with 3rd party software",Affiliate Marketing,"TrackingDesk is a measurable media management, results based software system, built specifically for the performance marketer. It is a comprehensive, easy to use web application that enables complete management of all digital marketing campaigns.TrackingDesk's proprietary technology automatically extracts only the highest resolution data and mechanically generates accurate overviews of this data. The resulting multi-channel optimized data, is guaranteed to significantly improve the decision making process and ultimately the marketer's net return on investment."
360Alumni,www.360alumni.com,,Alumni Management Software,
Almabase,almabase.com/,,Alumni Management Software,
Graduway,www.graduway.com,,Alumni Management Software,
Insala,www.insala.com,,Alumni Management Software,
Improvely,www.improvely.com,,Analytics,
Aginity,www.aginity.com,,Analytics,
Appsee,www.appsee.com,"User Session Recordings
Touch Heatmaps
Realtime In-App Analytics
User Recordings
Touch Heatmaps
Realtime In-App Analytics",Analytics,"Appsee's real-time mobile analytics platform provides in-depth analysis of your users' behavior, allowing you to deliver the ultimate app experience. Automatic Events:Appsee auto detects screens, buttons and user actions so you don't have to decide what to measure in advance. Crash Recordings:Watch recordings of crashed sessions to see the exact workflow in order to reproduce the crash. Low Footprint:Appsee's SDK is lightweight & works in the background without impacting your app's performance. Easy Integration:Integrate our mobile analytics solution by adding the SDK and only a single line of code, in less than a minute."
Google Analytics,www.google.com/analytics/,,Analytics,
SiSense,www.sisense.com,,Analytics,
Actuate Corporation,www.actuate.com,,Analytics,
Anametrix,www.anametrix.com/,,Analytics,
C9 ,www.c9inc.com,,Analytics,
Glassbeam,www.glassbeam.com,,Analytics,
Indicative,www.indicative.com,,Analytics,
MouseStats,www.mousestats.com,,Analytics,
Natero,www.natero.com,"Maximize Customer Lifetime Value
Reduce Churn
MAXIMIZE CUSTOMER LIFETIME VALUE
REDUCE CHURN / IMPROVE RENEWAL RATES
IMPROVE SUCCESS TEAM PRODUCTIVITY
INCREASE UP-SELLS AND CROSS-SELLS
TARGET CUSTOMERS LIKELY TO CONVERT
PTIMIZE CUSTOMER VALUE AND ENGAGEMENT",Analytics,"Natero is the only customer success platform to merge machine learning for predicting behavior and big data analytics for deep customer insights. We tell you which customers need your attention and why, show how customers interact with your product, and enable you to measure and optimize the impact of your processes. In short, Natero helps maximize customer engagement and lifetime value."
Plumb5,www.plumb5.com/,,Analytics,
quintly,www.quintly.com,,Analytics,
AlignAlytics,www.align-alytics.com,,Analytics,
Alteryx,www.alteryx.com,,Analytics,
Altocloud,www.altocloud.com,"Unified Live Chat and Messaging  
Customer Journey Analytics 
Scheduled call backs 
Pre-chat surveys 
Predictive Communications
 Facebook Messenger*
Content Offers",Analytics,"Customer Journey Analytics and Digital Messaging: Real-Time Engagement Connect the dots with live analytics and reporting to discover, analyze and understand customer behavior patterns. Use real-time predictive analytics to shape your customers' journey and personalize each experience. "
Ambient Clinical,www.ambientclinical.com,,Analytics,
Angoss,www.angoss.com,,Analytics,
App Annie,www.appannie.com,,Analytics,
Arrowpointe,www.arrowpointe.com,,Analytics,
AT Internet,www.atinternet.com,,Analytics,
AVANSER,www.avanser.com,,Analytics,
AviantLogic,www.refluence.com,,Analytics,
Baremetrics,www.baremetrics.io,,Analytics,
BellaDati,www.belladati.com,,Analytics,
Bluenose,www.bluenose.com,,Analytics,
Brickstream,www.brickstream.com,,Analytics,
BrightFunnel,www.brightfunnel.com,,Analytics,
Cedexis,www.cedexis.com,,Analytics,
Chartbeat,www.chartbeat.com,,Analytics,
ChartMogul,www.chartmogul.com,,Analytics,
Clari,www.clari.com,,Analytics,
Clicky,www.clicky.com,,Analytics,
CloudWeaver,www.cloudweaver.com,,Analytics,
Clustrix,www.clustrix.com,,Analytics,
Cognitive Logic,www.cognitivelogic.com,,Analytics,
Colibri IO,www.colibri.io,,Analytics,
Conspire,www.goconspire.com,,Analytics,
ContactMetrics,www.contactmetrics.com,,Analytics,
Context Relevant,www.contextrelevant.com,,Analytics,
CoolaData,www.cooladata.com,,Analytics,
Coremetrics,www.coremetrics.com,,Analytics,
Countly,www.count.ly,,Analytics,
Custora,www.custora.com,,Analytics,
