Service Name,Service URL,Review Name,Review Date,Review Content
Cantorix,www.cantorix.com,Freddie,"Wednesday, March 18, 2015",As an Independent Consultant consulting to the Mining Industry I need a fast and uncomplicated means of presenting a quote to my Clients and if accepted an easy way of invoicing. This application covers all my requirements and is also an inexpensive yet effective invoicing and income management package. Highly recommended.
Cantorix,www.cantorix.com,frida willis,"Wednesday, March 18, 2015",Wow...so easy to use and very professional. I'm so happy i finally found a system that works. This was surely tailored for my needs as a entrepreneur/small business owner.
Cantorix,www.cantorix.com,Andrea Vorster,"Tuesday, March 17, 2015",This application is the best that I could find. It sattusfies all my needs as a business owner. I can invoice from anywhere in the world and can simultaneaously also keep my expenses up to date.  It is very easy to set up and is extremely user friendly!
Billcue,www.billcue.com.au,Gray Hodge,"Friday, May 13, 2016","Just started using Billcue, and I love it.  It's affordable for small businesses, easy to learn, fun to use and the tech support is better than I've ever seen."
Billcue,www.billcue.com.au,Marianne,"Friday, May 22, 2015","billcue is awesome! it is by far the easiest to use, and I have seen several. The customer support is amazing, they go out of their way to try to help and add features if I ask for them. Try that with some of the bigger companies! lol.I can't recommend billcue enough!!"
Hedgebook,www.myhedgebook.com,Simon Boyd,"Wednesday, August 29, 2012","FX decisions have a significant impact on Hamilton Jets financial performance. Hedgebook ensures we have the right information available, when we need it, and gives us a really clear picture of our position."
Hedgebook,www.myhedgebook.com,Hamish,"Monday, August 13, 2012","Really good, functional app. Makes a nice change from manually updating spreadsheets."
Wave Accounting,www.waveapps.com/accoun..,Michael Huffman,"Monday, November 26, 2012","Perfect for the entry level startup, very powerful software that's a cinch to use. You can't beat a free product that gives you professional results. Exceeded my expectations from the start and I am very satisfied with my continued use."
Wave Accounting,www.waveapps.com/accoun..,Sadie Gregory,"Thursday, June 14, 2012","100% free, and easy to use. Love, love, love it!"
AccuFund ,www.accufund.com,Domenic,"Tuesday, February 18, 2014","AccuFund is an incredibly easy and convenient software to use. It has saved us the need to hire a full time accountant, and has made our business much more efficient."
Bahaquote.Com,www.bahaquote.com/,Bob Crocker,"Tuesday, February 11, 2014","Good, great for invoicing and reoccurring billing. Need to have more extensive reporting eg crystal reports"
Bean Cruncher,beancruncher.com,Robert Wagoner,"Wednesday, March 26, 2014",Great cloud accounting solution. Puts everything at my fingertips and makes it purely simple to use. I also really loved their inventory control and invoicing setup. Terrific product.
Braided Matrix,www.4thquarter.com,Paul S.,"Thursday, May 8, 2014","Saved a lot of money going with their 4th Quarter system over my previous software. Very streamlined and very easy to use, I was able to get everyone on board and now our whole process is simplified. These guys really get it. Give them a try."
Bullet,www.bullethq.com,Jim Jones,"Tuesday, April 22, 2014",Bullet has provided invoice and accounting services to us for the past two months. I've found their interface to be easy to use and the completed work to be accurate. Their customer service has also been spot on. Highly recommended. 
CashCtrl,www.cashctrl.com,Chris,"Friday, November 8, 2013",Great financial software for use with your accounting.  Highly recommended for personal and business needs.  Streamlined for the user to have easy and quick results.  Highly recommended.
Cheqbook,www.cheqbook.com,KT,"Tuesday, April 22, 2014",I really enjoyed using this software. I found that I saved so much time and money at the end of the year preparing my taxes. Because my transactions are easily recorded and color coded it makes searching much easier. Finally I don't have to worry about fumbling through an Access query to find the information I need. 
